name,height,weight,reach,stance,wins,losses,draws
Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8
Joe,Moreira,,"5' 11""",195 lbs.,--,Southpaw,2
Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7
Gisele,Moreira,,"5' 6""",135 lbs.,--,Orthodox,8
Vinicius,Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9
Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9
Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,23
Mike,Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6
Dan,Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13
Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18
Peggy,Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4
Alexander,Morgan,The Chess Master,"5' 10""",145 lbs.,"71.0""",Orthodox,11
Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,24
Maryna,Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,11
Sergey,Morozov,,"5' 6""",135 lbs.,"67.0""",Orthodox,19
Brad,Morris,,"6' 2""",205 lbs.,--,Orthodox,10
Scott,Morris,,"5' 10""",210 lbs.,--,Orthodox,2
Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20
Jack,Morrison,,"5' 11""",205 lbs.,--,,0
Harry,Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6
Carlos,Mota,Tizil,"5' 4""",125 lbs.,"69.0""",Orthodox,8
Miki,Motono,,"5' 2""",115 lbs.,"63.0""",Southpaw,8
Juan,Mott,,"6' 0""",190 lbs.,--,Switch,3
Nikolas,Motta,Iron,"5' 9""",155 lbs.,"70.0""",Orthodox,15
Flavio Luiz,Moura,,"5' 11""",183 lbs.,--,Open Stance,19
Eduarda,Moura,Ronda,"5' 6""",125 lbs.,"67.0""",Orthodox,12
Gegard,Mousasi,,"6' 2""",185 lbs.,"76.0""",Orthodox,42
Kris,Moutinho,,"5' 7""",135 lbs.,"68.0""",Southpaw,14
Kin,Moy,Kong,"5' 5""",135 lbs.,--,,8
Jamie,Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4
Askar,Mozharov,,"6' 3""",205 lbs.,"74.0""",Orthodox,19
Garrett,Mueller,,"5' 9""",135 lbs.,--,,3
Lauren,Mueller,Princess Tiger,"5' 5""",125 lbs.,"67.0""",Orthodox,5
Belal,Muhammad,Remember the Name,"5' 11""",170 lbs.,"72.0""",Orthodox,24
Fazlo,Mulabitinovic,,--,135 lbs.,--,,4
Quinn,Mulhern,,"6' 3""",155 lbs.,--,Orthodox,18
James,Mulheron,,"5' 10""",243 lbs.,"73.0""",Orthodox,11
Jamie,Mullarkey,,"6' 0""",155 lbs.,"74.0""",Orthodox,17
Jim,Mullen,,"6' 1""",215 lbs.,--,Southpaw,0
Melissa,Mullins,No Mess,"5' 7""",135 lbs.,"68.0""",Orthodox,7
Pedro,Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65.0""",Orthodox,20
Andre,Muniz,Sergipano,"6' 1""",185 lbs.,"78.0""",Southpaw,24
Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71.0""",Orthodox,14
Alexander,Munoz,,"5' 9""",155 lbs.,"72.0""",Switch,7
Johnny,Munoz,Kid Kvenbo,"5' 9""",135 lbs.,"71.0""",Orthodox,12
Andy,Murad,The Tooth Fairy,"5' 9""",185 lbs.,--,,15
Olivier,Murad,Warrior of God,"5' 10""",145 lbs.,"72.0""",Southpaw,6
Makhmud,Muradov,,"6' 2""",185 lbs.,"75.0""",Orthodox,26
Kazunari,Murakami,,"6' 1""",220 lbs.,--,Orthodox,5
Ryuichi,Murata,,"5' 8""",183 lbs.,--,Orthodox,8
Kanako,Murata,,"5' 1""",115 lbs.,"62.0""",Orthodox,12
Ailiya,Muratbek,,--,155 lbs.,--,,9
Vince,Murdock,,"5' 6""",145 lbs.,"64.0""",Orthodox,12
Samandar,Murodov,,"6' 1""",170 lbs.,"75.0""",Orthodox,11
Tom,Murphy,,"6' 2""",227 lbs.,--,Southpaw,8
Ian,Murphy,,"6' 1""",185 lbs.,--,Orthodox,1
Jon,Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6
Lauren,Murphy,Lucky,"5' 5""",125 lbs.,"67.0""",Orthodox,16
Patrick,Murphy,,"6' 0""",170 lbs.,--,,5
Lerone,Murphy,The Miracle,"5' 9""",145 lbs.,"73.0""",Orthodox,16
Lee,Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8
Jesse,Murray,Hollywood,"6' 3""",205 lbs.,"78.0""",Orthodox,8
Khalid,Murtazaliev,,"6' 0""",185 lbs.,"76.0""",Orthodox,14
Azamat,Murzakanov,The Professional,"5' 10""",205 lbs.,"71.0""",Southpaw,15
Josias,Musasa,The KO Wizard,"5' 8""",135 lbs.,"74.0""",Southpaw,8
Tofiq,Musayev,,"5' 9""",155 lbs.,"69.0""",Orthodox,22
Nicholas,Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13
Andre,Mussi,,"6' 3""",242 lbs.,--,Orthodox,11
Magomed,Mustafaev,The Sniper,"5' 8""",155 lbs.,"71.0""",Orthodox,14
Max,Mustaki,,"6' 0""",155 lbs.,--,Orthodox,6
Elvis,Mutapcic,The King,"6' 0""",185 lbs.,"72.0""",Orthodox,15
Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6
Ho Bae,Myeon,,"5' 11""",168 lbs.,--,Orthodox,13
Katsuhiko,Nagata,,"5' 7""",154 lbs.,--,Southpaw,6
Yuji,Nagata,,"6' 0""",225 lbs.,--,Orthodox,0
Greg,Nagy,,"6' 1""",210 lbs.,--,Orthodox,1
Logan,Nail,,--,185 lbs.,--,,1
Muhammad,Naimov,Hillman,"5' 9""",145 lbs.,"70.0""",Orthodox,13
Yukiya,Naito,,"6' 1""",205 lbs.,--,Orthodox,15
Yura,Naito,2 FACE,"6' 0""",185 lbs.,"74.0""",Orthodox,6
Andrews,Nakahara,,"6' 1""",185 lbs.,--,Orthodox,5
Rin,Nakai,,"5' 1""",135 lbs.,--,Orthodox,19
Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,21
Keita,Nakamura,K-Taro,"5' 11""",170 lbs.,"73.0""",Southpaw,34
Daisuke,Nakamura,,"5' 7""",154 lbs.,--,Orthodox,28
Yusaku,Nakamura,,"5' 5""",145 lbs.,--,,14
Rinya,Nakamura,Hybred,"5' 7""",135 lbs.,"68.0""",Southpaw,10
Keiichiro,Nakamura,,"5' 8""",145 lbs.,"70.0""",Southpaw,6
Tokitaka,Nakanishi,Toky,"5' 6""",135 lbs.,"66.0""",Orthodox,12
Jutaro,Nakao,,"5' 9""",170 lbs.,--,Southpaw,25
Yoshihiro,Nakao,Kiss,"6' 0""",220 lbs.,--,Southpaw,9
Mandel,Nallo,,--,155 lbs.,--,,13
Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,18
Tyson,Nam,,"5' 7""",125 lbs.,"68.0""",Orthodox,21
Rose,Namajunas,Thug,"5' 5""",125 lbs.,"65.0""",Orthodox,15
Yasuhito,Namekawa,,"5' 9""",205 lbs.,--,Orthodox,25
Nad,Narimani,Smiler,"5' 8""",145 lbs.,"70.0""",Orthodox,12
Roger,Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,8
Fabio,Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,11
Allan,Nascimento,Puro Osso,"5' 8""",125 lbs.,"69.0""",Orthodox,21
Rodrigo,Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80.0""",Orthodox,11
Bobby,Nash,,"6' 0""",170 lbs.,"74.0""",Orthodox,8
Reza,Nasri,,"5' 11""",205 lbs.,--,Orthodox,0
Nasrudin,Nasrudinov,,"6' 0""",205 lbs.,"71.0""",Orthodox,9
Pawel,Nastula,,"6' 0""",230 lbs.,--,Southpaw,5
Rafael,Natal,Sapo,"6' 0""",185 lbs.,"77.0""",Orthodox,21
Kevin,Natividad,Quicksand,"5' 6""",135 lbs.,"70.0""",Orthodox,9
Ismail,Naurdiev,,"5' 10""",185 lbs.,"74.0""",Orthodox,24
Danny,Navarro,,"5' 10""",155 lbs.,--,,17
Marcio,Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14
Tafon,Nchukwi,Da Don,"6' 0""",185 lbs.,"77.0""",Orthodox,6
Dustin,Neace,The Beast,"5' 9""",145 lbs.,"69.0""",,25
Josh,Neal,,"6' 0""",185 lbs.,--,,5
Joe,Neal,Nine Lives,"5' 6""",135 lbs.,--,,6
Geoff,Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,16
Stanislav,Nedkov,Stucky,"5' 11""",205 lbs.,"71.0""",Orthodox,12
Josh,Neer,The Dentist,"5' 11""",170 lbs.,"72.0""",Orthodox,36
Nicolae,Negumereanu,,"6' 0""",205 lbs.,"78.0""",Orthodox,13
Steve,Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,2
Shane,Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,16
Roy,Nelson,Big Country,"6' 0""",263 lbs.,"73.0""",Orthodox,22
Gunnar,Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,19
Kyle,Nelson,The Monster,"5' 11""",145 lbs.,"71.0""",Switch,16
Lissette,Neri,,"5' 2""",145 lbs.,--,,6
Mario,Neto,Sukata,"6' 0""",229 lbs.,--,Orthodox,13
Antonio Braga,Neto,,"6' 3""",185 lbs.,"77.0""",Orthodox,9
Eduardo,Neves,Bebezao,"6' 2""",263 lbs.,"78.0""",Orthodox,7
Julio Cesar,Neves Jr.,Morceguinho,"5' 8""",145 lbs.,--,,33
Nick,Newell,Notorious,"5' 10""",155 lbs.,--,Southpaw,14
Journey,Newson,,"5' 5""",135 lbs.,"67.0""",Orthodox,10
Jeff,Newton,,"6' 2""",205 lbs.,--,Sideways,4
Carlos,Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,16
Emanuel,Newton,The Hardcore Kid,"6' 1""",205 lbs.,--,,26
Francis,Ngannou,The Predator,"6' 4""",250 lbs.,"83.0""",Orthodox,17
Nghiem,Van Y,,"5' 7""",135 lbs.,"68.0""",Orthodox,6
Ben,Nguyen,Ten,"5' 5""",125 lbs.,"65.0""",Switch,16
Steven,Nguyen,The Ninja,"5' 11""",145 lbs.,"73.0""",Switch,10
Alex,Nicholson,The Spartan,"6' 4""",185 lbs.,"77.0""",Orthodox,7
Bo,Nickal,,"6' 1""",185 lbs.,"76.0""",Southpaw,7
Mike,Nickels,,"6' 4""",205 lbs.,--,Orthodox,9
Matheus,Nicolau,,"5' 6""",125 lbs.,"66.0""",Orthodox,19
Stewart,Nicoll,Kakamora,"5' 5""",125 lbs.,"65.0""",Orthodox,8
Jaimelene,Nievera,Queenie,"5' 5""",125 lbs.,--,Orthodox,7
Khomkrit,Niimi,The Bumblebee,"5' 2""",125 lbs.,--,,6
Tom,Niinimaki,Stoneface,"5' 9""",145 lbs.,"69.0""",Orthodox,22
Ramsey,Nijem,,"5' 11""",155 lbs.,"75.0""",Orthodox,9
Hans,Nijman,,"6' 0""",250 lbs.,--,Switch,9
Fedor,Nikolov,,--,--,--,,0
Jack,Nilson,,--,--,--,,2
Mats,Nilsson,,"6' 1""",170 lbs.,--,Orthodox,11
Guangyou,Ning,Smasher,"5' 4""",145 lbs.,"64.0""",Southpaw,5
Soichi,Nishida,,"5' 11""",320 lbs.,--,Orthodox,5
Yosuke,Nishijima,,"5' 9""",205 lbs.,--,Orthodox,0
Yamato,Nishikawa,,"5' 7""",155 lbs.,--,Orthodox,21
Akiyo,Nishiura,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,13
Anthony,Njokuani,The Assassin,"6' 1""",155 lbs.,"75.0""",Orthodox,16
Chidi,Njokuani,Bang Bang,"6' 3""",170 lbs.,"80.0""",Orthodox,25
Derrick,Noble,The Eraser,"5' 9""",170 lbs.,--,Southpaw,27
Kyle,Noblitt,,"6' 2""",243 lbs.,--,,11
Pedro,Nobre,The Rock,"5' 5""",135 lbs.,--,,18
Jacob,Noe,Psycho,--,205 lbs.,--,,3
Antonio Rodrigo,Nogueira,Minotauro,"6' 3""",240 lbs.,"77.0""",Orthodox,34
Rogerio,Nogueira,Minotouro,"6' 2""",205 lbs.,"75.0""",Southpaw,23
Alexandre Franca,Nogueira,Pequeno,"5' 7""",145 lbs.,--,Orthodox,18
Talita,Nogueira,Treta,"5' 10""",145 lbs.,--,,6
Kyle,Noke,,"6' 1""",170 lbs.,"76.0""",Southpaw,22
Tom,Nolan,Big Train,"6' 3""",155 lbs.,"73.0""",Southpaw,9
Nick,Nolte,,"6' 0""",170 lbs.,--,,5
KJ,Noons,King,"5' 10""",155 lbs.,"70.0""",Orthodox,13
Sage,Northcutt,Super,"6' 0""",170 lbs.,"71.0""",Orthodox,11
Jan,Nortje,The Giant,"6' 1""",310 lbs.,--,Southpaw,2
Scott,Norton,Hollywood,"5' 10""",170 lbs.,--,Orthodox,7
Shohei,Nose,,"5' 6""",135 lbs.,"68.0""",Switch,12
Jonatas,Novaes,,"5' 11""",170 lbs.,--,,13
Jason,Novelli,Flipside,"6' 0""",155 lbs.,--,Orthodox,11
Phillipe,Nover,The Filipino Assassin,"5' 9""",145 lbs.,"72.0""",Orthodox,11
Taiyilake,Nueraji,Super Saiyan,"6' 2""",170 lbs.,"75.0""",Southpaw,9
Shayilan,Nuerdanbieke,Wolverine,"5' 8""",145 lbs.,"69.0""",Orthodox,39
Azamat,Nuftillaev,Dragon,--,265 lbs.,--,,17
Diego,Nunes,The Gun,"5' 6""",145 lbs.,"67.0""",Orthodox,19
Amanda,Nunes,The Lioness,"5' 8""",135 lbs.,"69.0""",Orthodox,23
Nina,Nunes,,"5' 5""",125 lbs.,"64.0""",Orthodox,11
Istela,Nunes,,"5' 4""",115 lbs.,"66.0""",Orthodox,6
Josiane,Nunes,Josi,"5' 2""",135 lbs.,"67.0""",Southpaw,10
Diyar,Nurgozhay,,"6' 2""",205 lbs.,"74.0""",Southpaw,10
Khabib,Nurmagomedov,The Eagle,"5' 10""",155 lbs.,"70.0""",Orthodox,29
Said,Nurmagomedov,,"5' 8""",135 lbs.,"70.0""",Orthodox,18
Abubakar,Nurmagomedov,,"5' 11""",170 lbs.,"72.0""",Orthodox,17
Umar,Nurmagomedov,,"5' 8""",135 lbs.,"69.0""",Orthodox,18
Adilet,Nurmatov,Kok-Zhal,--,155 lbs.,--,,13
Kennedy,Nzechukwu,African Savage,"6' 5""",236 lbs.,"83.0""",Southpaw,14
Jake,O'Brien,Irish,"6' 3""",205 lbs.,"76.0""",Orthodox,15
TJ,O'Brien,The Spider,"6' 2""",155 lbs.,--,Orthodox,20
Sean,O'Connell,The Real OC,"6' 1""",205 lbs.,"74.0""",Orthodox,17
Dan,O'Connor,Johnny Irish,"5' 4""",115 lbs.,--,,6
Sean,O'Haire,,"6' 5""",270 lbs.,--,Orthodox,4
Sean,O'Malley,Suga,"5' 11""",135 lbs.,"72.0""",Switch,18
Jeremiah,O'Neal,,"5' 8""",260 lbs.,--,,13
Chuck,O'Neil,Cold Steel,"6' 2""",170 lbs.,--,,17
Casey,O'Neill,King,"5' 6""",125 lbs.,"69.0""",Orthodox,10
Brendan,O'Reilly,Badger,"5' 7""",170 lbs.,"69.0""",Orthodox,6
Takahiro,Oba,,"5' 8""",200 lbs.,--,Southpaw,5
Nobuhiro,Obiya,,"5' 8""",145 lbs.,--,Orthodox,12
Jose,Ochoa,Kalzifer,"5' 7""",125 lbs.,"67.0""",Southpaw,8
Christian,Ocon,,"5' 8""",135 lbs.,"69.0""",Orthodox,2
Richard,Odoms,The Black Eagle,"6' 5""",265 lbs.,--,Orthodox,13
Volkan,Oezdemir,No Time,"6' 2""",205 lbs.,"75.0""",Orthodox,20
Kaan,Ofli,Genghis,"5' 7""",145 lbs.,"66.0""",Orthodox,12
Naoya,Ogawa,,"6' 4""",255 lbs.,--,Orthodox,7
Trey,Ogden,Shamurai,"5' 11""",155 lbs.,"72.0""",Orthodox,18
Andy,Ogle,The Little Axe,"5' 8""",145 lbs.,"69.0""",Orthodox,9
Ho Taek,Oh,Spider,--,155 lbs.,--,,7
Michiyoshi,Ohara,,"5' 10""",205 lbs.,--,Orthodox,0
Koji,Oishi,,"5' 8""",170 lbs.,--,Orthodox,25
Takayuki,Okada,Giant Ochiai,"6' 1""",290 lbs.,--,Orthodox,3
Yushin,Okami,Thunder,"6' 2""",170 lbs.,"75.0""",Southpaw,34
JJ,Okanovich,The Bosnian Bomber,"5' 11""",155 lbs.,"76.0""",Orthodox,7
Bolaji,Oki,The Zulu Warrior,"5' 10""",155 lbs.,"73.0""",Orthodox,10
Kazuki,Okubo,,"5' 11""",175 lbs.,--,Orthodox,7
Masakatsu,Okuda,,--,--,--,,8
Aleksei,Oleinik,The Boa Constrictor,"6' 2""",240 lbs.,"80.0""",Orthodox,60
Michal,Oleksiejczuk,Hussar,"6' 0""",185 lbs.,"74.0""",Southpaw,20
Cezary,Oleksiejczuk,,--,185 lbs.,--,,15
Rafaello,Oliveira,Tractor,"5' 8""",155 lbs.,"71.0""",Orthodox,17
Charles,Oliveira,Do Bronxs,"5' 10""",155 lbs.,"74.0""",Orthodox,35
Jorge,Oliveira,,"6' 1""",205 lbs.,--,,5
Ednaldo,Oliveira,Lula,"6' 5""",205 lbs.,--,Orthodox,17
Alex,Oliveira,Cowboy,"5' 11""",170 lbs.,"76.0""",Orthodox,22
Maria,Oliveira,Spider-Girl,"5' 6""",115 lbs.,"69.0""",Orthodox,13
Bruno,Oliveira,,"6' 4""",205 lbs.,"80.0""",Orthodox,8
Saimon,Oliveira,,"5' 4""",135 lbs.,"72.0""",Orthodox,18
Vinicius,Oliveira,LokDog,"5' 9""",135 lbs.,"70.0""",Switch,23
Ravena,Oliveira,Kenoudy,"5' 5""",115 lbs.,"65.0""",Orthodox,7
Michael,Oliveira,PQD,--,170 lbs.,--,,8
Wendell,Oliveira Marques,The Machine,"5' 10""",170 lbs.,--,Orthodox,29
Felipe,Olivieri,,"5' 9""",155 lbs.,--,Orthodox,14
Andy,Ologun,,"6' 0""",154 lbs.,--,Orthodox,3
Shana,Olsen,Rock Solid,"5' 7""",145 lbs.,--,,5
Casey,Olson,The Underdog,"5' 7""",145 lbs.,--,Orthodox,14
Dennis,Olson,,"6' 0""",170 lbs.,--,,14
Cameron,Olson,Cap'n Crunch,"6' 1""",205 lbs.,"75.0""",Orthodox,7
Gadzhi,Omargadzhiev,,"6' 1""",170 lbs.,"71.0""",Switch,13
Alan,Omer,,"5' 10""",145 lbs.,--,Orthodox,20
Daniel,Omielanczuk,,"6' 0""",247 lbs.,"74.0""",Southpaw,19
Michihiro,Omigawa,,"5' 6""",145 lbs.,"68.0""",Orthodox,17
David,Onama,,"5' 11""",145 lbs.,"74.0""",Orthodox,14
Charlie,Ontiveros,American Bad Boy,"6' 2""",155 lbs.,"74.0""",Switch,11
Chibwikem,Onyenegecha,,"6' 3""",185 lbs.,--,Orthodox,5
Myktybek,Orolbai,,"5' 10""",155 lbs.,"74.0""",Orthodox,14
Sam,Oropeza,,"6' 2""",170 lbs.,--,,13
Brian,Ortega,T-City,"5' 8""",145 lbs.,"69.0""",Switch,16
Tito,Ortiz,The People's Champ,"6' 3""",205 lbs.,"74.0""",Orthodox,19
Jorge,Ortiz,The Naked Man,"6' 0""",185 lbs.,--,Orthodox,18
Dustin,Ortiz,,"5' 5""",125 lbs.,"65.0""",Orthodox,19
Kenji,Osawa,,"5' 7""",135 lbs.,"66.0""",Orthodox,20
Ode,Osbourne,The Jamaican Sensation,"5' 7""",125 lbs.,"73.0""",Southpaw,13
Kurt,Osiander,,--,185 lbs.,--,,4
Nick,Osipczak,,"6' 2""",170 lbs.,"76.0""",Orthodox,6
Nissen,Osterneck,,"6' 2""",185 lbs.,--,Orthodox,12
Rachael,Ostovich,,"5' 3""",125 lbs.,"62.0""",Orthodox,4
Pedro,Otavio,Te Pedro,"6' 3""",245 lbs.,--,Orthodox,19
Alexander,Otsuka,The Diet Butcher,"6' 1""",205 lbs.,--,Orthodox,5
Takafumi,Otsuka,,"5' 6""",139 lbs.,--,Orthodox,22
Quemuel,Ottoni,,"6' 0""",155 lbs.,"72.0""",Orthodox,12
Zak,Ottow,The Barbarian,"5' 11""",170 lbs.,"72.0""",Orthodox,17
Artur,Oumakhanov,,"5' 7""",154 lbs.,--,Orthodox,9
Sidney,Outlaw,,"5' 8""",170 lbs.,"74.0""",Orthodox,8
Alistair,Overeem,The Demolition Man,"6' 4""",265 lbs.,"80.0""",Orthodox,47
Valentijn,Overeem,,"6' 3""",230 lbs.,--,Orthodox,30
Craig,Oxley,,"5' 9""",155 lbs.,--,,0
Shungo,Oyama,,"5' 11""",185 lbs.,--,Southpaw,14
Ren,Ozaki,,"5' 7""",135 lbs.,"68.0""",Orthodox,6
Alptekin,Ozkilic,The Turkish Delight,"5' 5""",125 lbs.,"65.0""",Orthodox,9
Raquel,Pa'aluhi,Rocky,"5' 7""",135 lbs.,--,,6
Nick,Pace,,"5' 7""",135 lbs.,"68.0""",Orthodox,8
Jimmie,Pace,Big Bucks,--,185 lbs.,--,,7
Larissa,Pacheco,,"5' 7""",135 lbs.,--,Orthodox,10
Angel,Pacheco,,"5' 8""",135 lbs.,"70.0""",Orthodox,7
Teemu,Packalen,Pacu,"6' 1""",155 lbs.,"75.0""",Orthodox,8
George,Pacurariu,Constantine,"5' 7""",135 lbs.,--,,10
Cyrillo,Padilha,,"5' 11""",155 lbs.,--,,3
Gary,Padilla,,"5' 11""",205 lbs.,--,,12
Fernando,Padilla,El Valiente,"6' 1""",145 lbs.,"76.0""",Orthodox,16
Chris,Padilla,Taco,"5' 9""",155 lbs.,"74.0""",Orthodox,16
Damacio,Page,The Angel of Death,"5' 6""",135 lbs.,"66.0""",Orthodox,19
Michael,Page,Venom,"6' 3""",185 lbs.,"79.0""",Switch,23
Dustin,Pague,The Disciple,"5' 9""",135 lbs.,"74.0""",Orthodox,12
Josh,Paiva,,"5' 6""",125 lbs.,--,,8
Raulian,Paiva,,"5' 8""",135 lbs.,"69.0""",Orthodox,21
Dinis,Paiva Jr.,Sweetbread,"5' 9""",145 lbs.,"71.0""",Southpaw,13
Fredson,Paixao,,"5' 6""",145 lbs.,"66.0""",Orthodox,10
Luis,Pajuelo,Corazon de Leon,"5' 10""",145 lbs.,"69.0""",Orthodox,8
Jose,Palacios,,"5' 9""",145 lbs.,--,Orthodox,3
Ricky,Palacios,El Gallero,"5' 6""",145 lbs.,--,Orthodox,10
Bart,Palaszewski,Bartimus,"5' 9""",145 lbs.,"70.0""",Orthodox,36
Sasha,Palatnikov,,"6' 1""",170 lbs.,"72.0""",Switch,6
Soa,Palelei,The Hulk,"6' 4""",265 lbs.,"81.0""",Orthodox,22
Rousimar,Palhares,Toquinho,"5' 8""",170 lbs.,"71.0""",Orthodox,19
Tulio,Palhares,,--,180 lbs.,--,,2
Stephen,Palling,Bozo,"5' 4""",143 lbs.,--,,11
Eduardo,Pamplona,,"5' 11""",170 lbs.,--,,16
Ruel,Panales,,"5' 5""",125 lbs.,"67.0""",Southpaw,6
Yuri,Panferov,The Russian Polar Bear,"6' 1""",185 lbs.,"72.0""",Orthodox,6
Alexandre,Pantoja,The Cannibal,"5' 5""",125 lbs.,"67.0""",Orthodox,30
Jared,Papazian,The Jackhammer,"5' 8""",135 lbs.,"67.0""",Southpaw,20
Kathryn,Paprocki,,"5' 3""",115 lbs.,"63.0""",Orthodox,3
Joe,Pardo,,"6' 1""",210 lbs.,--,Southpaw,4
Bryan,Pardoe,Pain Inducer,"6' 1""",205 lbs.,--,Orthodox,13
Remco,Pardoel,Grizzly,"6' 3""",260 lbs.,--,Southpaw,9
Ido,Pariente,,"5' 8""",155 lbs.,--,Orthodox,13
Josh,Parisian,,"6' 4""",265 lbs.,"79.0""",Orthodox,15
Karo,Parisyan,The Heat,"5' 10""",170 lbs.,"72.0""",Orthodox,24
Won Sik,Park,Parky,"5' 11""",154 lbs.,--,Orthodox,11
JunYong,Park,The Iron Turtle,"5' 10""",185 lbs.,"73.0""",Orthodox,19
Harvey,Park,Fightbot,"6' 0""",155 lbs.,"70.0""",Orthodox,12
HyunSung,Park,Peace of Mind,"5' 7""",125 lbs.,"66.0""",Orthodox,10
JaeHyun,Park,The First Prospect,"5' 8""",155 lbs.,"73.0""",Orthodox,8
EoJin,Park,Young Boss,"6' 0""",145 lbs.,"71.0""",Orthodox,9
Norman,Parke,Stormin',"5' 11""",155 lbs.,"70.0""",Southpaw,23
Ryan,Parker,,"6' 3""",235 lbs.,--,Southpaw,0
Larry,Parker,,"5' 11""",205 lbs.,--,Orthodox,13
Tyra,Parker,,"5' 5""",115 lbs.,--,Orthodox,4
Mick,Parkin,,"6' 4""",265 lbs.,"79.0""",Orthodox,10
Willie,Parks,Slick,"5' 10""",185 lbs.,--,,5
Jordan,Parsons,Pretty Boy,"5' 9""",145 lbs.,--,,11
Preston,Parsons,Pressure,"5' 11""",170 lbs.,"71.0""",Orthodox,11
Jonny,Parsons,The Sluggernaut,"5' 9""",170 lbs.,"69.0""",Orthodox,9
Onassis,Parungao,,"5' 11""",200 lbs.,--,,2
Ramona,Pascual,,"5' 7""",135 lbs.,"66.0""",Southpaw,6
Billy,Pasulatan,,"5' 5""",125 lbs.,"66.0""",Switch,10
Guilherme,Pat,Kong,--,265 lbs.,--,,5
Jhonoven,Pati,The Samoan Savage,"6' 1""",185 lbs.,"75.0""",Switch,6
Windri,Patilima,,"5' 6""",155 lbs.,"71.0""",Southpaw,8
Jorge,Patino,Macaco,"5' 8""",170 lbs.,--,Orthodox,38
Russell,Patrick,,"5' 9""",145 lbs.,--,,6
Claude,Patrick,The Prince,"5' 11""",170 lbs.,"75.0""",Orthodox,14
Alan,Patrick,Nuguette,"5' 11""",155 lbs.,"74.0""",Southpaw,15
Michael,Patt,,"6' 0""",205 lbs.,--,Orthodox,12
Justin,Patterson,The Tactician,"5' 10""",170 lbs.,--,,9
Sam,Patterson,,"6' 3""",170 lbs.,"78.0""",Orthodox,13
Zac,Pauga,The High Chief,"6' 2""",205 lbs.,"76.0""",Orthodox,7
Julio,Paulino,The Dominican Demon,"6' 0""",170 lbs.,--,Orthodox,23
Thomas,Paull,Juggernaut,"5' 7""",155 lbs.,"67.0""",Orthodox,11
Sergei,Pavlovich,,"6' 3""",257 lbs.,"84.0""",Southpaw,19
Pawel,Pawlak,,"6' 0""",170 lbs.,"73.0""",Orthodox,12
Estevan,Payan,El Terrible,"5' 10""",145 lbs.,--,Orthodox,16
Sarah,Payant,Soulja,"5' 4""",115 lbs.,--,,1
Roland,Payne,,"5' 9""",205 lbs.,--,Orthodox,0
Jonathan,Pearce,JSP,"6' 0""",145 lbs.,"71.0""",Switch,14
Joe,Pearson,The Triangular Strangler,"5' 10""",145 lbs.,--,Orthodox,45
Ross,Pearson,The Real Deal,"5' 8""",155 lbs.,"69.0""",Orthodox,20
Andre,Pederneiras,,"5' 8""",155 lbs.,--,Orthodox,1
Carlo,Pedersoli Jr.,Semento,"5' 11""",170 lbs.,"75.0""",Southpaw,11
Matt,Pedro,,--,--,--,,3
Tyson,Pedro,,"6' 3""",205 lbs.,"79.0""",Orthodox,10
Trevor,Peek,,"5' 9""",145 lbs.,"70.0""",Switch,9
Willie,Peeters,,"5' 9""",220 lbs.,--,Orthodox,9
